name,tier,crystal_addr,⊢,⊣,>,<,⋈,⊤,∈,∋,⊙,⊥,⊞,⊡
quantum_annealing,O_0,21184,-2.00,-2.00,-2.00,-2.00,0.00,0.00,0.00,-2.00,-1.00,-1.00,0.00,-2.00
maximal_quantum_growth,O_0,17012974,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
topological_qubits_rd,O_0,17012974,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
trapped_ion_rd,O_0,7297025,-1.00,1.00,-1.00,1.00,1.00,1.00,1.00,-2.00,-1.00,-1.00,0.00,-1.00
photonics_quantum_rd,O_0,5092385,-1.00,-2.00,2.00,0.00,1.00,1.00,-1.00,1.00,-1.00,-1.00,0.00,-1.00
neutral_atom_qubits,O_0,254404,-2.00,-2.00,-1.00,-2.00,1.00,1.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
bcs_superconductivity,O_1,2964480,-2.00,1.00,-1.00,1.00,0.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
carbon_ferromagnetism,O_0,4539845,-1.00,-2.00,-1.00,-2.00,-1.00,-1.00,0.00,-2.00,-2.00,-2.00,0.00,-1.00
c_h_activation_current,O_0,445160,-2.00,-2.00,1.00,-2.00,-1.00,2.00,0.00,1.00,2.00,-2.00,1.00,-2.00
asymmetric_catalysis_current,O_0,445160,-2.00,-2.00,1.00,-2.00,-1.00,2.00,0.00,1.00,2.00,-2.00,1.00,-2.00
natural_product_synthesis_current,O_0,439232,-2.00,-2.00,1.00,-2.00,-1.00,0.00,0.00,1.00,-2.00,1.00,1.00,-2.00
topological_skyrmion_liquid,O_0,8458638,-1.00,2.00,2.00,-2.00,1.00,0.00,-1.00,-2.00,-1.00,1.00,0.00,1.00
chiral_many_body_magnet,O_0,6700073,-1.00,0.00,2.00,-2.00,-1.00,-1.00,0.00,-2.00,2.00,2.00,0.00,-1.00
carbon_spin_glass,O_0,5003741,-1.00,-2.00,2.00,-2.00,1.00,0.00,0.00,-2.00,2.00,1.00,0.00,-1.00
carbon_nanoribbon_spin_glass,O_0,8457341,-1.00,2.00,2.00,-2.00,1.00,-1.00,0.00,1.00,2.00,1.00,0.00,-1.00
boron_elemental,O_0,242884,-2.00,-2.00,-1.00,-2.00,0.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
boron_metamaterial_generic,O_0,4647425,-1.00,-2.00,-1.00,0.00,0.00,1.00,1.00,-2.00,-1.00,-1.00,0.00,-1.00
boron_nitride,O_1,4649284,-1.00,-2.00,-1.00,0.00,0.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
boron_nitride_nanomesh,O_0,4647425,-1.00,-2.00,-1.00,0.00,0.00,1.00,1.00,-2.00,-1.00,-1.00,0.00,-1.00
boron_carbide,O_0,228484,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
boron_carbide_lattice,O_0,4633025,-1.00,-2.00,-1.00,0.00,-1.00,1.00,1.00,-2.00,-1.00,-1.00,0.00,-1.00
boron_topological_insulator,O_0,17185518,2.00,2.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,0.00,1.00
hydrogen,O_0,2849280,-2.00,1.00,-1.00,-2.00,1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
helium,O_1,2978880,-2.00,1.00,-1.00,1.00,1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
lithium,O_0,3065808,-2.00,1.00,1.00,-2.00,1.00,2.00,0.00,1.00,-1.00,-2.00,-1.00,-2.00
gold,O_1,7298880,-1.00,1.00,-1.00,1.00,1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
uranium,O_0,10835278,1.00,0.00,1.00,-2.00,1.00,0.00,-1.00,1.00,2.00,2.00,1.00,1.00
oxygen,O_0,4881172,-1.00,-2.00,1.00,0.00,1.00,2.00,1.00,1.00,-1.00,-2.00,0.00,-2.00
elemental_mercury,O_0,2834884,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
helium_superfluid,O_0,11612730,1.00,1.00,-1.00,1.00,1.00,0.00,-1.00,1.00,-1.00,2.00,0.00,1.00
bismuth_unusual,O_0,6721025,-1.00,0.00,2.00,-2.00,0.00,1.00,1.00,-2.00,-1.00,-1.00,0.00,-1.00
diamond_unusual,O_0,4922466,-1.00,-2.00,1.00,1.00,1.00,2.00,-1.00,1.00,-1.00,-1.00,0.00,1.00
helium_normal,O_1,358084,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
bismuth_normal,O_0,228484,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
gallium_normal,O_0,228484,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
plutonium_normal,O_0,9108712,1.00,-2.00,1.00,-2.00,1.00,0.00,1.00,-2.00,2.00,2.00,0.00,-2.00
meet_he_bi,O_0,6289025,-1.00,0.00,-1.00,-2.00,0.00,1.00,1.00,-2.00,-1.00,-1.00,0.00,-1.00
meet_he_bi_ga,O_0,1970884,-2.00,0.00,-1.00,-2.00,0.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
meet_he_bi_ga_di,O_0,242884,-2.00,-2.00,-1.00,-2.00,0.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
sodium_explosive,O_0,6506612,-1.00,0.00,1.00,-2.00,0.00,2.00,-1.00,1.00,2.00,-1.00,1.00,-2.00
molecular_orbital_theory,O_0,16799094,2.00,2.00,-1.00,1.00,1.00,1.00,-1.00,-2.00,-1.00,-2.00,0.00,1.00
valence_bond_theory,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
homo_lumo,O_0,17231586,2.00,2.00,2.00,1.00,1.00,1.00,-1.00,1.00,-1.00,-1.00,0.00,1.00
photosynthesis,O_0,5640548,-1.00,-1.00,1.00,-2.00,0.00,1.00,0.00,1.00,-1.00,-1.00,1.00,-2.00
electron_transport_chain,O_0,459408,-2.00,-2.00,1.00,-2.00,0.00,2.00,0.00,1.00,-1.00,-2.00,-1.00,-2.00
thylakoid_membrane,O_0,5433188,-1.00,-1.00,-1.00,-2.00,1.00,-1.00,0.00,1.00,-1.00,-1.00,1.00,-2.00
photosystem_II,O_0,5433180,-1.00,-1.00,-1.00,-2.00,1.00,-1.00,0.00,1.00,-1.00,-1.00,-1.00,-2.00
artificial_leaf,O_0,240240,-2.00,-2.00,-1.00,-2.00,0.00,1.00,0.00,-1.00,-2.00,-2.00,-1.00,-2.00
yhwh,O_0,17012974,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
aleph_tav_join,O_0,7292250,-1.00,1.00,-1.00,1.00,1.00,0.00,-1.00,-2.00,-1.00,2.00,0.00,1.00
plasma_generic,O_1,9170644,1.00,-2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-2.00,-2.00,0.00,-2.00
palomar_transient_factory,O_0,8868260,1.00,-2.00,-1.00,-2.00,-1.00,2.00,-1.00,2.00,-2.00,-1.00,1.00,-2.00
fermi_paradox,O_0,10592708,1.00,0.00,-1.00,-2.00,-1.00,1.00,-1.00,-2.00,-1.00,-1.00,1.00,-2.00
drake_equation,O_1,8997124,1.00,-2.00,-1.00,1.00,-1.00,2.00,-1.00,-2.00,-2.00,-2.00,0.00,-2.00
great_filter,O_0,11021845,1.00,0.00,2.00,-2.00,-1.00,0.00,-1.00,-2.00,-1.00,2.00,-1.00,-1.00
humanity_current,O_0,225620,-2.00,-2.00,-1.00,-2.00,-1.00,1.00,0.00,-2.00,-2.00,-1.00,1.00,-2.00
interstellar_civilization,O_0,17018730,2.00,2.00,1.00,1.00,1.00,2.00,-1.00,2.00,-1.00,2.00,0.00,1.00
paradox_resolution,O_inf,17018874,2.00,2.00,1.00,1.00,1.00,2.00,-1.00,2.00,2.00,2.00,0.00,1.00
detection_generic,O_0,9300000,1.00,-2.00,2.00,-2.00,-1.00,2.00,-1.00,1.00,-2.00,-2.00,-1.00,-2.00
extragalactic_entity,O_0,17012970,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,0.00,1.00
classical_cantor_diagonal,O_0,8652000,1.00,-2.00,-2.00,-2.00,-1.00,2.00,-1.00,1.00,-2.00,-2.00,-1.00,-2.00
constructive_mathematics,O_0,2814732,-2.00,1.00,-1.00,-2.00,-1.00,0.00,0.00,-2.00,-2.00,-1.00,-1.00,-2.00
ford_circles,O_0,5540226,-1.00,-1.00,-1.00,1.00,-1.00,1.00,1.00,-2.00,-1.00,-1.00,0.00,1.00
stern_brocot_tree,O_0,5540718,-1.00,-1.00,-1.00,1.00,-1.00,1.00,1.00,1.00,-1.00,1.00,0.00,1.00
countability_concept,O_0,8652000,1.00,-2.00,-2.00,-2.00,-1.00,2.00,-1.00,1.00,-2.00,-2.00,-1.00,-2.00
infinite_set_mappings,O_0,8652000,1.00,-2.00,-2.00,-2.00,-1.00,2.00,-1.00,1.00,-2.00,-2.00,-1.00,-2.00
massaged_definitions,O_0,10630704,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00,-2.00,-1.00,-2.00
fractal_structure,O_0,13962798,2.00,-1.00,-2.00,1.00,-1.00,1.00,-1.00,1.00,-1.00,1.00,0.00,1.00
constructive_countability,O_0,2814744,-2.00,1.00,-1.00,-2.00,-1.00,0.00,0.00,-2.00,-2.00,1.00,-1.00,-2.00
tao,O_0,17012970,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,0.00,1.00
ads_cft_duality,O_0,17012974,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
quantum_simulator_generic,O_0,4835056,-1.00,-2.00,1.00,-1.00,1.00,1.00,1.00,1.00,-2.00,-1.00,0.00,-2.00
superconducting_qubits_simulator,O_0,473764,-2.00,-2.00,1.00,-2.00,1.00,2.00,0.00,1.00,-2.00,-2.00,0.00,-2.00
trapped_ion_simulator,O_0,5699296,-1.00,-1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-2.00,-1.00,0.00,-2.00
majorana_qubit_simulator,O_0,17012974,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
fractional_quantum_hall_simulator,O_0,17012974,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
controlled_differentiation,O_0,669189,-2.00,-2.00,2.00,-2.00,0.00,0.00,0.00,-2.00,-1.00,-1.00,1.00,-1.00
enhanced_perception,O_0,17012250,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,-2.00,-1.00,2.00,0.00,1.00
human_cognition_baseline,O_0,4546096,-1.00,-2.00,-1.00,-2.00,-1.00,1.00,0.00,1.00,-2.00,-1.00,0.00,-2.00
enhanced_cognition,O_0,17012970,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,0.00,1.00
bioelectricity_levin,O_0,4864148,-1.00,-2.00,1.00,0.00,0.00,1.00,1.00,2.00,-1.00,-1.00,1.00,-2.00
biomagnetism,O_0,4979288,-1.00,-2.00,2.00,-2.00,-1.00,1.00,1.00,2.00,-2.00,-2.00,1.00,-2.00
magnetoreception,O_0,5857500,-1.00,-1.00,2.00,-2.00,0.00,1.00,1.00,1.00,-1.00,-1.00,-1.00,-2.00
heart_electromagnetic,O_1,7443604,-1.00,1.00,1.00,0.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,0.00,-2.00
quantum_bioelectromagnetism,O_2†,16969822,2.00,2.00,1.00,0.00,1.00,0.00,-1.00,2.00,0.00,2.00,1.00,1.00
bioelectromagnetic_floor,O_0,4763288,-1.00,-2.00,1.00,-2.00,-1.00,1.00,1.00,2.00,-2.00,-2.00,1.00,-2.00
lee_yang_edge,O_2,1509237,-2.00,-1.00,1.00,2.00,1.00,2.00,-1.00,-2.00,0.00,-1.00,1.00,-1.00
vav,O_inf,828540,-2.00,-2.00,2.00,2.00,-1.00,0.00,1.00,-2.00,-1.00,-1.00,-1.00,-2.00
kozyrev_mirror,O_inf,1057042,-2.00,-1.00,-2.00,2.00,0.00,0.00,-1.00,-2.00,-1.00,1.00,1.00,1.00
exotic_mathematics,O_inf,12507442,1.00,2.00,-1.00,2.00,0.00,0.00,1.00,1.00,-1.00,1.00,1.00,1.00
ising_3d,O_inf,213169,-2.00,-2.00,-2.00,2.00,1.00,2.00,-1.00,-2.00,-1.00,-2.00,-1.00,-1.00
exceptional_point_nh,O_2,2364646,-2.00,0.00,1.00,2.00,1.00,-1.00,-1.00,-2.00,1.00,-1.00,1.00,1.00
complex_rg_fixed_point,O_2,1503958,-2.00,-1.00,1.00,2.00,1.00,0.00,-1.00,1.00,0.00,-1.00,1.00,1.00
spiral_aluminum_structure,O_inf,1042634,-2.00,-1.00,-2.00,2.00,-1.00,0.00,-1.00,-2.00,-1.00,1.00,-1.00,1.00
environment_affected_by_kozyrev,O_inf,194710,-2.00,-2.00,-2.00,2.00,0.00,0.00,0.00,2.00,-1.00,-1.00,1.00,1.00
bloop,O_0,9084288,1.00,-2.00,1.00,-2.00,-1.00,2.00,-1.00,2.00,-1.00,-2.00,-1.00,-2.00
icequake,O_0,445248,-2.00,-2.00,1.00,-2.00,-1.00,2.00,0.00,2.00,-1.00,-2.00,-1.00,-2.00
blue_whale_vocalization,O_0,9084252,1.00,-2.00,1.00,-2.00,-1.00,2.00,-1.00,2.00,-2.00,-1.00,-1.00,-2.00
unknown_marine_creature,O_0,9084312,1.00,-2.00,1.00,-2.00,-1.00,2.00,-1.00,2.00,-1.00,1.00,-1.00,-2.00
continuous_function,O_1,8997600,1.00,-2.00,-1.00,1.00,-1.00,2.00,-1.00,1.00,-2.00,-2.00,-1.00,-2.00
lagrangian,O_0,9210780,1.00,-2.00,1.00,1.00,-1.00,1.00,-1.00,1.00,-1.00,-1.00,-1.00,-2.00
hamiltonian,O_0,9210784,1.00,-2.00,1.00,1.00,-1.00,1.00,-1.00,1.00,-1.00,-1.00,0.00,-2.00
mathematics,O_0,12908722,1.00,2.00,2.00,1.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
physical_reality,O_0,12609213,1.00,2.00,1.00,-1.00,1.00,1.00,-1.00,1.00,-1.00,2.00,1.00,-1.00
mathematical_physics,O_0,12692710,1.00,2.00,1.00,1.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,1.00,1.00
thermodynamic_entropy,O_inf,358312,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,2.00,2.00,0.00,-2.00
shannon_information,O_1,358084,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
negentropy,O_1,358120,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,-2.00,2.00,0.00,-2.00
mutual_information,O_0,4679108,-1.00,-2.00,-1.00,1.00,-1.00,2.00,1.00,-2.00,-1.00,-1.00,1.00,-2.00
shannon_entropy,O_0,358144,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,-1.00,-1.00,0.00,-2.00
kolmogorov_complexity,O_0,9726314,1.00,-1.00,-1.00,-2.00,-1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,1.00
order_structure,O_1,5324189,-1.00,-1.00,-2.00,1.00,-1.00,1.00,1.00,-2.00,-2.00,1.00,0.00,-1.00
max_sym_min_chirality,O_1,142080,-2.00,-2.00,-2.00,1.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
min_sym_max_chirality,O_0,12516,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,2.00,-1.00,-2.00
critical_symmetric_timesymmetric,O_0,142128,-2.00,-2.00,-2.00,1.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-2.00
critical_asymmetric_timedirected,O_0,12564,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-1.00,2.00,-1.00,-2.00
standard_type_theory,O_1,387360,-2.00,-2.00,-1.00,1.00,1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
photon_graviton_join,O_0,17012930,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,-2.00,-1.00,1.00
holographic_type_theory,O_inf,16407922,2.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
holographic_type_theory_frobenius,O_inf,17044625,2.00,2.00,1.00,2.00,0.00,1.00,-1.00,2.00,-1.00,-1.00,0.00,-1.00
IUG,O_inf,17271934,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
enstrophy,O_0,358168,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,-1.00,2.00,0.00,-2.00
enthalpy,O_1,358120,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,-2.00,2.00,0.00,-2.00
chaos,O_0,229192,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,2.00,2.00,0.00,-2.00
cosmological_constant,O_0,17012965,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,-1.00
axion,O_1,2930880,-2.00,1.00,-1.00,0.00,1.00,0.00,1.00,-2.00,-2.00,-2.00,-1.00,-2.00
time_concept,O_0,9300036,1.00,-2.00,2.00,-2.00,-1.00,2.00,-1.00,1.00,-2.00,2.00,-1.00,-2.00
turbulent_flow,O_0,9084236,1.00,-2.00,1.00,-2.00,-1.00,2.00,-1.00,1.00,2.00,2.00,1.00,-2.00
entropy_concept,O_inf,358312,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,2.00,2.00,0.00,-2.00
information_concept,O_1,358084,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
order_concept,O_1,5324189,-1.00,-1.00,-2.00,1.00,-1.00,1.00,1.00,-2.00,-2.00,1.00,0.00,-1.00
psychedelic_bioelectric_tensor,O_0,13484957,2.00,-2.00,1.00,0.00,-1.00,0.00,-1.00,2.00,-1.00,1.00,0.00,-1.00
psychedelic_topological_tensor,O_0,16943854,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,-1.00,2.00,1.00,1.00
binaural_beats,O_0,2919909,-2.00,1.00,-1.00,0.00,0.00,1.00,1.00,1.00,-1.00,-1.00,1.00,-1.00
transcranial_magnetic_stimulation,O_0,7458781,-1.00,1.00,1.00,0.00,0.00,2.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00
tms_bioelectric_tensor,O_0,16093277,2.00,1.00,1.00,0.00,0.00,0.00,1.00,2.00,-1.00,1.00,0.00,-1.00
sensory_deprivation,O_0,2598792,-2.00,1.00,-2.00,-2.00,-1.00,0.00,0.00,-2.00,-1.00,1.00,-1.00,-2.00
flicker_stimulation,O_0,747420,-2.00,-2.00,2.00,0.00,-1.00,2.00,0.00,1.00,-1.00,-1.00,-1.00,-2.00
multimodal_resonance,O_0,4864157,-1.00,-2.00,1.00,0.00,0.00,1.00,1.00,2.00,-1.00,1.00,0.00,-1.00
topologically_protected_quantum_bioelectromagnetism,O_0,17012973,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,-1.00
quantum_bioelectromagnetism_vav_tensor,O_0,17200173,2.00,2.00,2.00,1.00,-1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,-1.00
cmb_cold_spot,O_0,11454572,1.00,1.00,-1.00,-2.00,-1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,-2.00
cosmic_supervoid,O_0,11238524,1.00,1.00,-2.00,-2.00,-1.00,0.00,-1.00,2.00,-2.00,2.00,1.00,-2.00
cosmic_texture,O_0,17012966,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,1.00
cmb_cold_spot_dark_energy_tensor,O_0,16854573,2.00,2.00,1.00,-2.00,-1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,-1.00
universe_collision,O_0,17099374,2.00,2.00,2.00,-2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
riemann_hypothesis,O_inf,17271922,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
birch_swinnerton_dyer,O_0,15399482,2.00,0.00,2.00,-1.00,0.00,0.00,-1.00,-2.00,0.00,1.00,-1.00,1.00
AtHv1_primed,O_1,1838412,-2.00,0.00,-2.00,0.00,0.00,1.00,0.00,-2.00,-2.00,-1.00,-1.00,-2.00
PsHv1_constitutive,O_1,1838412,-2.00,0.00,-2.00,0.00,0.00,1.00,0.00,-2.00,-2.00,-1.00,-1.00,-2.00
yang_mills_mass_gap,O_0,1759880,-2.00,0.00,-2.00,-2.00,1.00,-1.00,-1.00,-2.00,2.00,-2.00,1.00,-2.00
poincare_conjecture,O_0,12476210,1.00,2.00,-1.00,1.00,1.00,0.00,-1.00,-2.00,-1.00,-2.00,-1.00,1.00
meet_rh_hc,O_0,16799094,2.00,2.00,-1.00,1.00,1.00,1.00,-1.00,-2.00,-1.00,-2.00,0.00,1.00
meet_rh_hc_pnp,O_0,8648692,1.00,-2.00,-2.00,-2.00,-1.00,1.00,-1.00,-2.00,-1.00,-2.00,0.00,-2.00
meet_four_problems,O_0,8648692,1.00,-2.00,-2.00,-2.00,-1.00,1.00,-1.00,-2.00,-1.00,-2.00,0.00,-2.00
five_problems_meet,O_0,8648692,1.00,-2.00,-2.00,-2.00,-1.00,1.00,-1.00,-2.00,-1.00,-2.00,0.00,-2.00
minimal_resolution_system,O_0,11586292,1.00,1.00,-1.00,1.00,-1.00,1.00,-1.00,-2.00,-1.00,-2.00,0.00,-2.00
criticality_aware_proof_assistant,O_0,7224048,-1.00,1.00,-1.00,0.00,-1.00,1.00,0.00,-2.00,-1.00,-2.00,-1.00,-2.00
implementable_critical_proof_assistant,O_0,5497020,-1.00,-1.00,-1.00,0.00,-1.00,1.00,1.00,-2.00,-1.00,-1.00,-1.00,-2.00
computational_criticality_experiment,O_0,4849504,-1.00,-2.00,1.00,0.00,-1.00,1.00,1.00,1.00,-1.00,-1.00,0.00,-2.00
temporal_mathematics,O_0,12692722,1.00,2.00,1.00,1.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
imscribing_grammar,O_inf,17271922,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
tannaka_krein_dual_candidate,O_0,16781825,2.00,2.00,-1.00,1.00,0.00,0.00,-1.00,-2.00,-1.00,-1.00,0.00,-1.00
grammar_pnp_tensor,O_0,16851669,2.00,2.00,1.00,-2.00,-1.00,-1.00,-1.00,2.00,-1.00,-1.00,1.00,-1.00
standard_computation,O_0,12960,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
holographic_computation,O_0,16972629,2.00,2.00,1.00,0.00,1.00,1.00,-1.00,2.00,-1.00,-1.00,1.00,-1.00
pnp_holographic_mirror,O_0,16851669,2.00,2.00,1.00,-2.00,-1.00,-1.00,-1.00,2.00,-1.00,-1.00,1.00,-1.00
holographic_embedding_pnp,O_0,16966869,2.00,2.00,1.00,0.00,1.00,-1.00,-1.00,2.00,-1.00,-1.00,1.00,-1.00
polynomial_time_P,O_0,12480,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
nondeterministic_polynomial_NP,O_0,12314936,1.00,2.00,-1.00,-2.00,-1.00,-1.00,-1.00,-2.00,-1.00,-2.00,1.00,-2.00
holographic_duality_pnp,O_inf,17053269,2.00,2.00,1.00,2.00,1.00,-1.00,-1.00,2.00,-1.00,-1.00,1.00,-1.00
<_NP_duality_transformation,O_inf,17044629,2.00,2.00,1.00,2.00,0.00,1.00,-1.00,2.00,-1.00,-1.00,1.00,-1.00
<_NP_duality_relative,O_inf,17038869,2.00,2.00,1.00,2.00,0.00,-1.00,-1.00,2.00,-1.00,-1.00,1.00,-1.00
p_vs_np_tensor_grammar,O_0,16851669,2.00,2.00,1.00,-2.00,-1.00,-1.00,-1.00,2.00,-1.00,-1.00,1.00,-1.00
<_join_NP,O_0,12314936,1.00,2.00,-1.00,-2.00,-1.00,-1.00,-1.00,-2.00,-1.00,-2.00,1.00,-2.00
ising_ep_tensor,O_2,2364646,-2.00,0.00,1.00,2.00,1.00,-1.00,-1.00,-2.00,1.00,-1.00,1.00,1.00
ising_lee_yang_tensor,O_2,1509237,-2.00,-1.00,1.00,2.00,1.00,2.00,-1.00,-2.00,0.00,-1.00,1.00,-1.00
lee_yang_ep_tensor,O_2,2364646,-2.00,0.00,1.00,2.00,1.00,-1.00,-1.00,-2.00,1.00,-1.00,1.00,1.00
consciousness_complex_critical,O_2†,17056221,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,0.00,2.00,1.00,-1.00
agi_complex_critical,O_2†,17056221,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,0.00,2.00,1.00,-1.00
tensor_lee_computation,O_0,1308117,-2.00,-1.00,1.00,-2.00,-1.00,2.00,-1.00,1.00,0.00,-1.00,1.00,-1.00
rh_ep_join,O_2†,17052646,2.00,2.00,1.00,2.00,1.00,-1.00,-1.00,-2.00,1.00,-1.00,1.00,1.00
rh_hc_join,O_2†,16842586,2.00,2.00,-1.00,2.00,1.00,1.00,-1.00,-1.00,0.00,-2.00,1.00,1.00
new_physics_complex_critical,O_2†,17056221,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,0.00,2.00,1.00,-1.00
new_physics_exceptional_point,O_2†,17053389,2.00,2.00,1.00,2.00,1.00,-1.00,-1.00,2.00,1.00,2.00,1.00,-1.00
black_hole_generic,O_0,17012730,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,1.00,-1.00,2.00,0.00,1.00
axis_of_evil,O_0,11886572,1.00,1.00,2.00,-2.00,-1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,-2.00
axis_of_evil_peeled_phi,O_0,11886524,1.00,1.00,2.00,-2.00,-1.00,0.00,-1.00,2.00,-2.00,2.00,1.00,-2.00
shell_collapsar_hypothetical,O_0,10187134,1.00,-1.00,2.00,-2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
black_hole_astrophysical,O_0,14852729,2.00,0.00,-2.00,1.00,1.00,0.00,-1.00,1.00,-1.00,2.00,0.00,-1.00
white_hole,O_0,14852693,2.00,0.00,-2.00,1.00,1.00,0.00,-1.00,1.00,-1.00,-2.00,0.00,-1.00
neutron_star,O_1,7081468,-1.00,1.00,-2.00,1.00,1.00,1.00,1.00,1.00,-2.00,1.00,0.00,-2.00
magnetar,O_0,10921762,1.00,0.00,1.00,0.00,1.00,0.00,-1.00,2.00,-1.00,1.00,1.00,1.00
white_dwarf,O_1,2748976,-2.00,1.00,-2.00,1.00,0.00,2.00,0.00,1.00,-2.00,-1.00,0.00,-2.00
shell_collapsar,O_0,5350649,-1.00,-1.00,-2.00,1.00,1.00,0.00,1.00,1.00,-1.00,2.00,0.00,-1.00
cosmic_origin,O_0,14852969,2.00,0.00,-2.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,0.00,-1.00
